id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier,playerId,playerName,keyPass,assist
2787048431,19,1,1,1,28,12ksg0e6d70senzilsic40fzl,1,46.8,89.6,2025-03-11T14:01:38.081Z,2025-03-11T14:01:40Z,"[{'id': 5574625895, 'qualifierId': 212, 'value': '10.6'}, {'id': 5574625891, 'qualifierId': 140, 'value': '38.8'}, {'id': 5574625889, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574625893, 'qualifierId': 141, 'value': '80.0'}, {'id': 5574625897, 'qualifierId': 213, 'value': '3.80'}]",3sy4rxdzl4u9e5kkvygxu9x7u,R. Singh,,
2787048463,20,1,1,1,31,12ksg0e6d70senzilsic40fzl,1,38.8,80,2025-03-11T14:01:40.627Z,2025-03-11T14:01:46Z,"[{'id': 5574626097, 'qualifierId': 212, 'value': '31.3'}, {'id': 5574626093, 'qualifierId': 140, 'value': '14.6'}, {'id': 5574626099, 'qualifierId': 213, 'value': '3.77'}, {'id': 5574626095, 'qualifierId': 141, 'value': '53.1'}, {'id': 5574626091, 'qualifierId': 56, 'value': 'Back'}]",de6woepvuggpm1z2cwz1nbmne,S. Singh,,
2787048475,21,1,1,1,37,12ksg0e6d70senzilsic40fzl,0,14.9,48.4,2025-03-11T14:01:46.813Z,2025-03-11T14:01:49Z,"[{'id': 5574626165, 'qualifierId': 212, 'value': '40.6'}, {'id': 5574626161, 'qualifierId': 140, 'value': '53.5'}, {'id': 5574626169, 'qualifierId': 1}, {'id': 5574626157, 'qualifierId': 157}, {'id': 5574626159, 'qualifierId': 56, 'value': 'Center'}, {'id': 5574626163, 'qualifierId': 141, 'value': '52.1'}, {'id': 5574626167, 'qualifierId': 213, 'value': '0.06'}]",cqtsv8o9c603won64dpi3x2j8,S. Poonia,,
2787048491,16,1,1,1,41,1oyc8wvt31xlmocyg7euv40bo,1,44.7,44.6,2025-03-11T14:01:50.587Z,2025-03-11T14:01:52Z,"[{'id': 5574626209, 'qualifierId': 212, 'value': '23.5'}, {'id': 5574626201, 'qualifierId': 3}, {'id': 5574626205, 'qualifierId': 140, 'value': '62.7'}, {'id': 5574626211, 'qualifierId': 213, 'value': '0.64'}, {'id': 5574626207, 'qualifierId': 141, 'value': '65.1'}, {'id': 5574626203, 'qualifierId': 56, 'value': 'Center'}]",easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,
2787048497,17,49,1,1,43,1oyc8wvt31xlmocyg7euv40bo,1,62.7,65.1,2025-03-11T14:01:52.634Z,2025-03-11T14:02:15Z,[],7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,
2787048501,18,1,1,1,43,1oyc8wvt31xlmocyg7euv40bo,1,62.8,65.1,2025-03-11T14:01:52.842Z,2025-03-11T14:02:17Z,"[{'id': 5574626267, 'qualifierId': 213, 'value': '1.21'}, {'id': 5574626263, 'qualifierId': 141, 'value': '77.2'}, {'id': 5574626259, 'qualifierId': 56, 'value': 'Center'}, {'id': 5574626265, 'qualifierId': 212, 'value': '8.8'}, {'id': 5574626261, 'qualifierId': 140, 'value': '65.8'}]",7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,
2787048503,19,1,1,1,44,1oyc8wvt31xlmocyg7euv40bo,1,65.8,77.2,2025-03-11T14:01:53.627Z,2025-03-11T14:01:54Z,"[{'id': 5574626299, 'qualifierId': 212, 'value': '8.9'}, {'id': 5574626297, 'qualifierId': 141, 'value': '64.6'}, {'id': 5574626301, 'qualifierId': 213, 'value': '4.43'}, {'id': 5574626295, 'qualifierId': 140, 'value': '63.4'}, {'id': 5574626291, 'qualifierId': 56, 'value': 'Center'}]",380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,
2787048511,20,1,1,1,44,1oyc8wvt31xlmocyg7euv40bo,1,63.4,64.6,2025-03-11T14:01:54.298Z,2025-03-11T14:02:20Z,"[{'id': 5574626345, 'qualifierId': 212, 'value': '23.1'}, {'id': 5574626341, 'qualifierId': 140, 'value': '45.0'}, {'id': 5574626339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574626347, 'qualifierId': 213, 'value': '2.56'}, {'id': 5574626343, 'qualifierId': 141, 'value': '83.3'}]",7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,
2787048525,21,1,1,1,46,1oyc8wvt31xlmocyg7euv40bo,1,45,83.3,2025-03-11T14:01:55.738Z,2025-03-11T14:01:59Z,"[{'id': 5574626401, 'qualifierId': 140, 'value': '45.1'}, {'id': 5574626405, 'qualifierId': 212, 'value': '9.5'}, {'id': 5574626403, 'qualifierId': 141, 'value': '69.3'}, {'id': 5574626407, 'qualifierId': 213, 'value': '4.72'}, {'id': 5574626399, 'qualifierId': 56, 'value': 'Back'}]",ds9i23kxqerve1nqc9l2vlsk,N. Rodrigues,,
2787048533,22,1,1,1,49,1oyc8wvt31xlmocyg7euv40bo,1,45.1,68.8,2025-03-11T14:01:59.178Z,2025-03-11T14:02:00Z,"[{'id': 5574626443, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574626447, 'qualifierId': 141, 'value': '94.5'}, {'id': 5574626449, 'qualifierId': 212, 'value': '17.5'}, {'id': 5574626451, 'qualifierId': 213, 'value': '1.62'}, {'id': 5574626445, 'qualifierId': 140, 'value': '44.2'}]",6n6x88fmmeybwkr6nt8djmac5,Y. van Nieff,,
2787048539,23,1,1,1,51,1oyc8wvt31xlmocyg7euv40bo,1,44.2,94.5,2025-03-11T14:02:00.474Z,2025-03-11T14:02:02Z,"[{'id': 5574626467, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574626471, 'qualifierId': 141, 'value': '70.8'}, {'id': 5574626475, 'qualifierId': 213, 'value': '4.19'}, {'id': 5574626473, 'qualifierId': 212, 'value': '18.6'}, {'id': 5574626469, 'qualifierId': 140, 'value': '35.3'}]",ds9i23kxqerve1nqc9l2vlsk,N. Rodrigues,,
2787048565,24,1,1,1,52,1oyc8wvt31xlmocyg7euv40bo,1,35.3,70.6,2025-03-11T14:02:01.866Z,2025-03-11T14:02:05Z,"[{'id': 5574626577, 'qualifierId': 213, 'value': '0.59'}, {'id': 5574626573, 'qualifierId': 141, 'value': '94.5'}, {'id': 5574626569, 'qualifierId': 56, 'value': 'Left'}, {'id': 5574626571, 'qualifierId': 140, 'value': '58.2'}, {'id': 5574626575, 'qualifierId': 212, 'value': '29.0'}]",8jagdiyhimgmuz0ku5mm1266t,Tiri,,
2787048587,25,1,1,1,56,1oyc8wvt31xlmocyg7euv40bo,1,58.2,94.5,2025-03-11T14:02:05.450Z,2025-03-11T14:02:11Z,"[{'id': 5574626669, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574626673, 'qualifierId': 141, 'value': '93.3'}, {'id': 5574626677, 'qualifierId': 213, 'value': '3.19'}, {'id': 5574626675, 'qualifierId': 212, 'value': '18.3'}, {'id': 5574626671, 'qualifierId': 140, 'value': '40.8'}]",380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,
2787048593,26,61,1,2,1,1oyc8wvt31xlmocyg7euv40bo,0,48.5,96.8,2025-03-11T14:02:10.874Z,2025-03-11T14:02:11Z,"[{'id': 5574626689, 'qualifierId': 56, 'value': 'Back'}]",ds9i23kxqerve1nqc9l2vlsk,N. Rodrigues,,
2787048597,27,5,1,2,2,1oyc8wvt31xlmocyg7euv40bo,0,54.7,100.9,2025-03-11T14:02:11.499Z,2025-03-11T14:02:20Z,"[{'id': 5574626695, 'qualifierId': 56, 'value': 'Left'}, {'id': 5574626845, 'qualifierId': 233, 'value': '22'}, {'id': 5574626697, 'qualifierId': 347}]",ds9i23kxqerve1nqc9l2vlsk,N. Rodrigues,,
2787048627,22,5,1,2,2,12ksg0e6d70senzilsic40fzl,1,45.2,-0.8,2025-03-11T14:02:12.315Z,2025-03-11T14:02:20Z,"[{'id': 5574626837, 'qualifierId': 347}, {'id': 5574626841, 'qualifierId': 233, 'value': '27'}, {'id': 5574626835, 'qualifierId': 56, 'value': 'Back'}]",7vwq6tjwae82epsh6kll9phm2,N. Bhutia,,
2787048637,23,1,1,2,11,12ksg0e6d70senzilsic40fzl,1,33.5,0,2025-03-11T14:02:20.625Z,2025-03-11T14:02:22Z,"[{'id': 5574626887, 'qualifierId': 212, 'value': '16.6'}, {'id': 5574626883, 'qualifierId': 140, 'value': '20.9'}, {'id': 5574626889, 'qualifierId': 213, 'value': '2.49'}, {'id': 5574626879, 'qualifierId': 107}, {'id': 5574626885, 'qualifierId': 141, 'value': '13.7'}, {'id': 5574626881, 'qualifierId': 56, 'value': 'Back'}]",7vwq6tjwae82epsh6kll9phm2,N. Bhutia,,
2787048651,24,1,1,2,13,12ksg0e6d70senzilsic40fzl,1,20.9,14.1,2025-03-11T14:02:22.797Z,2025-03-11T14:02:28Z,"[{'id': 5574626953, 'qualifierId': 212, 'value': '25.9'}, {'id': 5574626947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5574626955, 'qualifierId': 213, 'value': '1.40'}, {'id': 5574626951, 'qualifierId': 141, 'value': '51.6'}, {'id': 5574626949, 'qualifierId': 140, 'value': '25.0'}]",183r263z06eesonzbta557ys5,R. Bheke,,
